account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats_x,is_trial,churn_flag,total_subscriptions,lifetime_mrr_sum,total_upgrades,total_downgrades,first_start_date,current_plan_tier,seats_y,current_mrr,current_arr,billing_frequency,end_date,tenure_days,total_usage_events,total_errors,distinct_features_used,last_usage_date,days_since_last_usage,total_tickets,avg_satisfaction,escalation_count,latest_churn_reason,churned,revenue_at_risk_arr,recency_score,breadth_score,support_score,satisfaction_score_0_100,health_score,health_tier
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,11,16168,0,1,2023-08-16,Enterprise,28,5572,66864,monthly,,504,56,39,28,2024-12-09,23,5.0,5.0,0.0,support,False,0,74.71264367816092,60.0,50.0,100.0,71.1,Healthy
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,11,11893,0,0,2024-09-25,Enterprise,9,1791,21492,annual,,98,54,38,32,2024-12-09,23,5.0,3.0,0.0,never_churned,False,0,74.71264367816092,76.0,50.0,50.0,65.1,Watch
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,5,6797,0,1,2024-09-28,Basic,21,399,4788,annual,,95,27,14,25,2024-11-30,32,2.0,4.0,0.0,features,True,4788,64.36781609195401,48.0,80.0,75.0,65.5,Watch
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,15,16984,0,0,2024-11-16,Basic,25,0,0,annual,,46,64,39,32,2024-12-29,3,4.0,3.0,0.0,budget,True,0,97.70114942528735,76.0,60.0,50.0,75.2,Healthy
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,16,18559,3,1,2023-10-08,Basic,6,114,1368,annual,2024-12-31,450,70,54,30,2024-12-27,5,5.0,4.0,0.0,competitor,False,0,95.40229885057471,68.0,50.0,75.0,75.4,Healthy
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,3,1695,0,0,2024-05-03,Enterprise,10,0,0,annual,,243,15,5,12,2024-11-26,36,3.0,4.5,0.0,features,False,0,59.770114942528735,0.0,70.0,87.5,52.4,Watch
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,12,20042,0,0,2024-07-19,Enterprise,44,8756,105072,annual,,166,68,36,36,2024-12-21,11,1.0,4.0,0.0,features,False,0,88.50574712643679,92.0,90.0,75.0,87.0,Healthy
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,4,2919,1,0,2023-07-03,Enterprise,9,1791,21492,monthly,,548,14,10,12,2024-12-20,12,7.0,4.8,0.0,budget,False,0,87.35632183908046,0.0,30.0,95.0,55.6,Watch
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,5,21022,0,0,2024-01-17,Pro,56,2744,32928,monthly,,350,24,13,19,2024-12-18,14,2.0,3.0,0.0,unknown,False,0,85.05747126436782,24.0,80.0,50.0,61.8,Watch
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,11,24398,1,1,2024-03-18,Basic,22,418,5016,annual,,289,49,29,32,2024-12-19,13,2.0,4.0,0.0,never_churned,False,0,86.20689655172414,76.0,80.0,75.0,80.2,Healthy
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,9,19402,3,0,2023-08-30,Basic,45,855,10260,annual,,490,41,14,27,2024-12-26,6,7.0,3.6666666666666665,0.0,pricing,True,10260,94.25287356321839,56.00000000000001,30.0,66.66666666666666,66.3,Watch
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,14,28328,0,0,2024-02-22,Pro,68,3332,39984,annual,,314,61,33,32,2024-12-31,1,4.0,4.0,0.0,never_churned,True,39984,100.0,76.0,60.0,75.0,81.0,Healthy
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,10,11390,1,0,2023-11-22,Pro,17,833,9996,monthly,,406,47,26,28,2024-12-22,10,4.0,3.0,0.0,features,False,0,89.65517241379311,60.0,60.0,50.0,68.4,Watch
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,3,8058,0,0,2024-12-05,Basic,34,646,7752,monthly,,27,18,9,18,2024-08-17,137,8.0,4.2,0.0,pricing,False,0,0.0,20.0,20.0,80.0,25.0,At Risk
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,14,38191,3,0,2023-12-13,Basic,13,247,2964,annual,,385,63,29,36,2024-12-30,2,4.0,4.666666666666667,1.0,unknown,False,0,98.85057471264368,92.0,40.0,91.66666666666667,83.9,Healthy
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,9,13594,1,0,2024-12-08,Pro,19,931,11172,monthly,,24,56,28,31,2024-12-26,6,4.0,4.666666666666667,0.0,never_churned,False,0,94.25287356321839,72.0,60.0,91.66666666666667,81.3,Healthy
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,9,18168,1,0,2024-03-27,Enterprise,29,5771,69252,monthly,,280,46,40,29,2024-12-28,4,4.0,4.666666666666667,0.0,pricing,False,0,96.55172413793103,64.0,60.0,91.66666666666667,80.1,Healthy
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,10,33506,3,0,2023-11-16,Enterprise,28,5572,66864,annual,,412,51,27,32,2024-12-14,18,4.0,4.0,0.0,unknown,False,0,80.45977011494253,76.0,60.0,75.0,74.2,Healthy
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,15,20039,0,1,2024-06-08,Basic,13,247,2964,monthly,,207,86,64,37,2024-12-09,23,7.0,4.5,1.0,unknown,False,0,74.71264367816092,96.0,10.0,87.5,69.6,Watch
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,8,30546,0,0,2024-02-15,Pro,39,1911,22932,monthly,2024-11-23,282,38,18,25,2024-12-25,7,5.0,4.0,0.0,unknown,False,0,93.10344827586206,48.0,50.0,75.0,69.6,Watch
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,15,17493,2,0,2023-10-02,Basic,32,608,7296,annual,,457,76,26,35,2024-12-26,6,2.0,,0.0,features,False,0,94.25287356321839,88.0,80.0,74.10407725321888,85.8,Healthy
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,11,6252,0,0,2024-10-11,Pro,3,147,1764,annual,,82,55,39,33,2024-12-06,26,7.0,3.0,0.0,never_churned,False,0,71.26436781609195,80.0,30.0,50.0,60.9,Watch
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,6,11852,3,0,2024-07-15,Enterprise,14,2786,33432,annual,,170,15,13,13,2024-10-20,73,3.0,3.0,0.0,budget,False,0,17.241379310344826,0.0,70.0,50.0,30.0,At Risk
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,11,24907,3,0,2024-10-18,Enterprise,18,3582,42984,monthly,,75,59,26,28,2024-12-17,15,5.0,4.0,1.0,never_churned,True,42984,83.9080459770115,60.0,30.0,75.0,65.4,Watch
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,12,30524,0,0,2024-04-21,Enterprise,50,9950,119400,annual,,255,66,40,35,2024-12-30,2,7.0,3.6,1.0,never_churned,False,0,98.85057471264368,88.0,10.0,65.0,71.6,Healthy
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,8,12747,0,1,2023-12-27,Basic,21,399,4788,annual,,371,48,32,31,2024-12-24,8,9.0,3.8,0.0,features,False,0,91.95402298850574,72.0,10.0,70.0,66.2,Watch
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,False,9,11902,1,0,2023-11-15,Pro,14,686,8232,annual,,413,32,13,24,2024-12-12,20,4.0,4.0,0.0,never_churned,False,0,78.16091954022988,44.0,60.0,75.0,65.4,Watch
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,False,10,35424,1,0,2024-11-10,Enterprise,41,8159,97908,annual,,52,43,21,26,2024-12-23,9,3.0,4.0,0.0,never_churned,False,0,90.80459770114942,52.0,70.0,75.0,73.8,Healthy
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,False,7,11825,3,0,2024-05-15,Basic,21,399,4788,monthly,2024-12-22,221,45,26,29,2024-12-29,3,7.0,4.333333333333333,0.0,budget,False,0,97.70114942528735,64.0,30.0,83.33333333333333,72.9,Healthy
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,False,6,10312,1,0,2024-08-17,Pro,10,490,5880,annual,,137,32,21,20,2024-12-06,26,1.0,3.0,0.0,never_churned,False,0,71.26436781609195,28.000000000000004,90.0,50.0,59.9,Watch
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,False,9,5142,1,0,2023-09-06,Enterprise,2,398,4776,monthly,,483,45,19,26,2024-12-17,15,3.0,5.0,0.0,never_churned,False,0,83.9080459770115,52.0,70.0,100.0,76.4,Healthy
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,False,8,3222,0,0,2023-06-03,Basic,29,551,6612,monthly,,578,38,16,28,2024-12-08,24,3.0,3.0,0.0,competitor,False,0,73.5632183908046,60.0,70.0,50.0,64.7,Watch
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,False,5,11003,0,0,2024-12-26,Basic,9,171,2052,annual,,6,25,16,20,2024-11-25,37,5.0,3.6,0.0,budget,False,0,58.62068965517241,28.000000000000004,50.0,65.0,50.5,Watch
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,False,12,18147,1,0,2024-09-18,Basic,25,475,5700,annual,,105,65,38,31,2024-12-18,14,1.0,5.0,0.0,unknown,False,0,85.05747126436782,72.0,90.0,100.0,85.8,Healthy
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,11,13107,1,1,2024-03-08,Pro,12,588,7056,monthly,,299,42,14,25,2024-12-09,23,2.0,5.0,0.0,budget,False,0,74.71264367816092,48.0,80.0,100.0,74.1,Healthy
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,5,13028,0,0,2024-11-12,Pro,26,1274,15288,annual,,50,19,6,15,2024-12-18,14,3.0,4.0,0.0,support,True,15288,85.05747126436782,8.0,70.0,75.0,60.8,Watch
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,False,True,10,16351,2,0,2024-11-26,Basic,20,380,4560,annual,,36,45,32,29,2024-12-21,11,4.0,4.0,0.0,never_churned,True,4560,88.50574712643679,64.0,60.0,75.0,74.0,Healthy
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,False,12,29320,2,0,2023-12-12,Basic,17,323,3876,annual,,386,54,26,32,2024-12-10,22,2.0,5.0,0.0,pricing,False,0,75.86206896551724,76.0,80.0,100.0,81.6,Healthy
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,13,18132,2,0,2024-01-13,Pro,36,1764,21168,monthly,,354,69,30,33,2024-12-26,6,7.0,3.6666666666666665,1.0,never_churned,True,21168,94.25287356321839,80.0,10.0,66.66666666666666,68.3,Watch
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,False,9,15181,3,0,2024-08-08,Basic,26,0,0,monthly,,146,37,26,26,2024-12-30,2,5.0,4.0,0.0,support,False,0,98.85057471264368,52.0,50.0,75.0,72.6,Healthy
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,False,4,15081,1,0,2024-11-19,Pro,11,539,6468,annual,,43,20,16,17,2024-11-29,33,4.0,4.0,0.0,budget,False,0,63.2183908045977,16.0,60.0,75.0,53.1,Watch
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,False,12,32574,2,1,2024-01-07,Basic,32,608,7296,annual,,360,62,36,33,2024-12-29,3,3.0,3.5,0.0,competitor,False,0,97.70114942528735,80.0,70.0,62.5,80.7,Healthy
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,12,42999,2,0,2024-01-03,Pro,17,833,9996,annual,,364,68,34,32,2024-12-29,3,6.0,4.0,0.0,budget,True,9996,97.70114942528735,76.0,40.0,75.0,76.2,Healthy
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,7,26705,1,1,2023-11-20,Enterprise,49,9751,117012,monthly,,408,38,11,25,2024-12-19,13,4.0,4.0,0.0,unknown,False,0,86.20689655172414,48.0,60.0,75.0,69.2,Watch
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,False,4,10945,0,0,2024-08-28,Enterprise,11,2189,26268,monthly,,126,18,15,16,2024-10-21,72,2.0,,0.0,never_churned,False,0,18.39080459770115,12.0,80.0,74.10407725321888,40.3,Watch
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,False,10,30688,1,0,2023-06-04,Pro,41,2009,24108,monthly,,577,50,33,27,2024-12-15,17,2.0,3.0,0.0,features,False,0,81.60919540229885,56.00000000000001,80.0,50.0,68.6,Watch
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,False,9,16520,0,1,2024-12-11,Pro,21,1029,12348,annual,,21,46,17,24,2024-11-26,36,2.0,3.0,0.0,never_churned,False,0,59.770114942528735,44.0,80.0,50.0,57.9,Watch
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,10,15217,1,0,2024-04-01,Basic,10,190,2280,monthly,,275,46,20,27,2024-11-01,61,7.0,4.2,1.0,unknown,False,0,31.034482758620683,56.00000000000001,10.0,80.0,42.9,Watch
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True,11,87957,2,1,2024-09-27,Pro,87,4263,51156,monthly,,96,60,45,35,2024-12-23,9,4.0,4.0,1.0,pricing,True,51156,90.80459770114942,88.0,40.0,75.0,76.8,Healthy
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Basic,24,False,True,12,28558,1,0,2024-07-12,Pro,24,1176,14112,annual,,173,55,26,31,2024-12-12,20,3.0,5.0,0.0,never_churned,True,14112,78.16091954022988,72.0,70.0,100.0,79.4,Healthy
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,False,True,6,4812,2,0,2024-05-13,Basic,16,304,3648,annual,,233,30,13,23,2024-12-08,24,4.0,5.0,1.0,competitor,True,3648,73.5632183908046,40.0,40.0,100.0,63.7,Watch
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23,False,False,7,7452,2,0,2024-04-05,Basic,23,437,5244,annual,,271,30,11,18,2024-12-12,20,11.0,4.142857142857143,0.0,unknown,False,0,78.16091954022988,20.0,0.0,78.57142857142858,48.1,Watch
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,False,11,70000,2,0,2024-09-19,Enterprise,70,13930,167160,annual,,104,54,31,28,2024-12-27,5,4.0,3.75,1.0,unknown,False,0,95.40229885057471,60.0,40.0,68.75,70.1,Healthy
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,False,8,30426,3,1,2024-05-23,Basic,39,741,8892,monthly,,223,49,25,30,2024-12-26,6,3.0,3.333333333333333,0.0,budget,False,0,94.25287356321839,68.0,70.0,58.33333333333333,75.7,Healthy
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35,True,False,7,12390,1,0,2024-06-26,Basic,35,665,7980,annual,,189,32,9,24,2024-12-23,9,6.0,4.2,1.0,never_churned,False,0,90.80459770114942,44.0,20.0,80.0,62.8,Watch
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,5,True,True,10,5375,0,0,2024-04-09,Pro,5,245,2940,annual,,267,48,31,26,2024-12-17,15,1.0,,0.0,competitor,True,2940,83.9080459770115,52.0,90.0,74.10407725321888,75.2,Healthy
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23,False,False,8,18072,2,0,2023-12-01,Pro,44,2156,25872,monthly,,397,40,18,25,2024-11-25,37,4.0,4.0,0.0,support,False,0,58.62068965517241,48.0,60.0,75.0,59.5,Watch
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,1,False,False,11,22582,0,0,2023-05-24,Pro,9,0,0,monthly,,588,71,30,32,2024-12-16,16,0.0,,0.0,never_churned,False,0,82.75862068965517,76.0,100.0,74.10407725321888,82.8,Healthy
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,31,False,False,11,41630,1,1,2023-04-03,Pro,31,1519,18228,annual,,639,61,27,32,2024-12-20,12,4.0,4.0,0.0,support,False,0,87.35632183908046,76.0,60.0,75.0,76.6,Healthy
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,False,5,17931,0,0,2024-10-27,Pro,43,0,0,annual,,66,39,18,23,2024-12-17,15,6.0,4.0,0.0,features,False,0,83.9080459770115,40.0,40.0,75.0,62.4,Watch
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Enterprise,1,False,True,11,12326,1,0,2023-12-10,Enterprise,4,796,9552,monthly,,388,55,32,32,2024-12-22,10,2.0,3.0,1.0,pricing,True,9552,89.65517241379311,76.0,60.0,50.0,72.4,Healthy
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41,False,False,10,43633,0,0,2024-05-18,Enterprise,41,8159,97908,annual,,228,50,43,28,2024-12-06,26,5.0,3.2,0.0,support,False,0,71.26436781609195,60.0,50.0,55.00000000000001,60.9,Watch
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,False,6,9036,0,0,2024-01-06,Enterprise,32,6368,76416,monthly,,361,31,18,18,2024-12-11,21,4.0,3.5,1.0,never_churned,False,0,77.01149425287356,20.0,40.0,62.5,52.5,Watch
A-a33200,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,False,12,28913,1,0,2024-09-26,Basic,29,551,6612,monthly,,97,55,26,33,2024-12-11,21,3.0,4.5,0.0,features,False,0,77.01149425287356,80.0,70.0,87.5,78.5,Healthy
A-034368,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,False,5,11194,0,0,2023-12-14,Enterprise,23,4577,54924,monthly,,384,28,25,20,2024-12-13,19,5.0,4.0,0.0,features,False,0,79.3103448275862,28.000000000000004,50.0,75.0,59.8,Watch
A-b54c01,Company_354,DevTools,US,2024-09-29,event,Enterprise,29,False,False,4,3393,0,0,2024-10-07,Basic,29,551,6612,annual,,86,23,17,15,2024-10-05,88,5.0,3.0,0.0,budget,False,0,0.0,8.0,50.0,50.0,22.0,At Risk
A-d82ef9,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,True,14,14327,1,2,2024-07-14,Basic,26,494,5928,monthly,,171,68,46,32,2024-12-29,3,5.0,4.25,1.0,budget,True,5928,97.70114942528735,76.0,30.0,81.25,75.4,Healthy
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,8,False,False,11,23990,2,1,2023-06-29,Pro,28,1372,16464,monthly,,552,60,42,31,2024-12-30,2,3.0,4.0,0.0,never_churned,False,0,98.85057471264368,72.0,70.0,75.0,81.6,Healthy
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Enterprise,5,True,True,10,11756,0,1,2023-12-12,Basic,10,190,2280,annual,,386,40,27,29,2024-11-21,41,5.0,4.2,0.0,features,True,2280,54.02298850574713,64.0,50.0,80.0,60.9,Watch
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,False,18,130152,2,0,2024-01-31,Pro,87,4263,51156,annual,,336,80,71,32,2024-12-24,8,4.0,4.0,0.0,never_churned,False,0,91.95402298850574,76.0,60.0,75.0,78.2,Healthy
A-3f9cc0,Company_359,HealthTech,US,2024-06-03,event,Basic,22,False,False,7,19940,1,2,2024-06-23,Enterprise,30,5970,71640,monthly,,192,42,24,25,2024-12-20,12,5.0,4.5,1.0,budget,False,0,87.35632183908046,48.0,30.0,87.5,66.1,Watch
A-f9cc74,Company_360,DevTools,FR,2024-10-12,partner,Enterprise,30,True,False,10,15557,1,0,2024-10-12,Pro,30,0,0,monthly,,81,50,22,30,2024-12-31,1,6.0,4.0,0.0,never_churned,False,0,100.0,68.0,40.0,75.0,75.0,Healthy
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17,partner,Basic,42,False,False,10,36162,2,0,2023-03-09,Pro,42,2058,24696,monthly,,664,49,28,27,2024-12-17,15,9.0,4.0,0.0,budget,False,0,83.9080459770115,56.00000000000001,10.0,75.0,60.4,Watch
A-5c9849,Company_362,EdTech,IN,2024-11-03,partner,Basic,19,False,False,9,36755,2,0,2024-11-10,Pro,19,931,11172,monthly,,52,46,23,30,2024-12-18,14,4.0,,1.0,unknown,False,0,85.05747126436782,68.0,40.0,74.10407725321888,69.6,Watch
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,False,11,6268,2,0,2023-03-19,Basic,18,342,4104,monthly,,654,55,37,29,2024-12-28,4,6.0,3.25,0.0,features,False,0,96.55172413793103,64.0,40.0,56.25,69.0,Watch
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,19,27557,3,0,2024-05-10,Pro,18,882,10584,monthly,,236,80,53,38,2024-12-26,6,4.0,3.5,0.0,never_churned,False,0,94.25287356321839,100.0,60.0,62.5,82.5,Healthy
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Basic,3,False,True,10,14322,1,0,2024-04-24,Pro,3,147,1764,monthly,2024-12-31,251,52,28,29,2024-12-21,11,0.0,,0.0,features,True,1764,88.50574712643679,64.0,100.0,74.10407725321888,81.8,Healthy
A-0dbdc6,Company_366,Cybersecurity,DE,2023-02-12,other,Pro,30,False,True,9,28273,0,0,2023-06-14,Pro,47,2303,27636,annual,,567,52,31,32,2024-12-31,1,4.0,5.0,0.0,pricing,True,27636,100.0,76.0,60.0,100.0,86.0,Healthy
A-7cfe77,Company_367,DevTools,US,2024-07-10,ads,Pro,69,False,False,5,12765,1,1,2024-07-30,Basic,69,1311,15732,annual,,155,19,11,16,2024-12-31,1,7.0,3.5,0.0,features,False,0,100.0,12.0,30.0,62.5,56.5,Watch
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,11,94710,3,0,2024-02-27,Enterprise,105,20895,250740,annual,,309,68,30,32,2024-12-29,3,2.0,3.5,0.0,never_churned,False,0,97.70114942528735,76.0,80.0,62.5,81.7,Healthy
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Enterprise,28,False,True,16,28862,2,1,2023-06-03,Basic,28,532,6384,annual,,578,91,43,37,2024-12-17,15,3.0,4.0,0.0,never_churned,True,6384,83.9080459770115,96.0,70.0,75.0,82.4,Healthy
A-cb5333,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,16,26256,0,1,2024-04-01,Pro,33,1617,19404,monthly,,275,82,34,36,2024-12-21,11,4.0,3.0,0.0,features,False,0,88.50574712643679,92.0,60.0,50.0,76.0,Healthy
A-309e54,Company_371,DevTools,US,2024-12-09,other,Pro,15,False,False,11,28549,0,1,2024-12-13,Basic,15,285,3420,annual,,19,52,24,28,2024-12-17,15,5.0,3.0,0.0,support,False,0,83.9080459770115,60.0,50.0,50.0,64.4,Watch
A-6e7827,Company_372,DevTools,US,2023-03-26,other,Basic,1,False,False,9,8344,3,0,2023-06-11,Pro,17,833,9996,annual,,570,41,31,24,2024-12-21,11,2.0,3.5,0.0,features,False,0,88.50574712643679,44.0,80.0,62.5,70.5,Healthy
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,2,False,False,8,17263,2,0,2024-07-22,Pro,54,2646,31752,annual,,163,24,15,18,2024-12-23,9,7.0,4.0,0.0,unknown,False,0,90.80459770114942,20.0,30.0,75.0,57.8,Watch
A-5fe118,Company_374,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,False,5,22290,0,0,2024-12-02,Basic,39,0,0,monthly,,30,21,12,14,2024-12-19,13,1.0,4.0,0.0,features,False,0,86.20689655172414,4.0,90.0,75.0,64.2,Watch
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,11,11791,3,0,2024-03-23,Basic,74,1406,16872,annual,,284,60,29,32,2024-12-06,26,5.0,4.0,0.0,pricing,False,0,71.26436781609195,76.0,50.0,75.0,68.9,Watch
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Pro,9,False,False,11,28788,0,0,2023-03-25,Basic,10,0,0,annual,,648,52,22,27,2024-12-15,17,2.0,5.0,0.0,competitor,False,0,81.60919540229885,56.00000000000001,80.0,100.0,78.6,Healthy
A-c16cf7,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,10,12274,0,0,2024-10-18,Basic,35,665,7980,annual,,75,58,26,33,2024-12-28,4,3.0,3.5,0.0,support,False,0,96.55172413793103,80.0,70.0,62.5,80.3,Healthy
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,9,21160,1,1,2024-06-11,Enterprise,22,4378,52536,annual,,204,47,34,26,2024-12-06,26,4.0,4.0,0.0,budget,False,0,71.26436781609195,52.0,60.0,75.0,64.9,Watch
A-6965e1,Company_379,DevTools,US,2024-11-25,organic,Basic,13,False,False,12,27765,1,1,2024-12-05,Basic,13,247,2964,monthly,,27,59,29,27,2024-12-28,4,3.0,3.0,0.0,features,False,0,96.55172413793103,56.00000000000001,70.0,50.0,71.8,Healthy
A-0354fe,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,7,15470,1,0,2024-11-03,Enterprise,34,6766,81192,monthly,,59,45,30,28,2024-12-31,1,4.0,4.0,0.0,support,False,0,100.0,60.0,60.0,75.0,77.0,Healthy
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Pro,16,False,False,4,4861,0,0,2024-09-16,Basic,25,475,5700,monthly,,107,25,7,20,2024-11-20,42,2.0,,0.0,support,False,0,52.87356321839081,28.000000000000004,80.0,74.10407725321888,56.3,Watch
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Pro,31,False,False,10,39120,1,1,2024-04-21,Enterprise,45,8955,107460,monthly,,255,39,18,27,2024-12-11,21,4.0,3.0,1.0,features,False,0,77.01149425287356,56.00000000000001,40.0,50.0,59.0,Watch
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False,7,43521,3,0,2024-02-28,Enterprise,40,7960,95520,annual,2024-12-27,303,38,13,20,2024-11-29,33,3.0,4.333333333333333,0.0,unknown,False,0,63.2183908045977,28.000000000000004,70.0,83.33333333333333,59.8,Watch
A-3b37d9,Company_384,FinTech,US,2023-01-27,event,Enterprise,23,False,False,7,19435,2,0,2023-04-11,Enterprise,23,4577,54924,annual,,631,43,21,26,2024-12-14,18,5.0,4.5,0.0,support,False,0,80.45977011494253,52.0,50.0,87.5,68.7,Watch
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Basic,27,False,False,11,12557,1,1,2023-11-29,Basic,27,513,6156,annual,,399,59,28,30,2024-12-30,2,4.0,3.5,0.0,never_churned,False,0,98.85057471264368,68.0,60.0,62.5,76.1,Healthy
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41,True,False,11,18860,0,0,2024-09-26,Pro,41,2009,24108,monthly,,97,62,38,32,2024-12-14,18,1.0,4.0,0.0,unknown,False,0,80.45977011494253,76.0,90.0,75.0,80.2,Healthy
